id,sub_organ_code,ownership_percent,organ_name,type,symbol
22252310,VDL,0.383,Công ty Cổ phần Thực phẩm Lâm Đồng,công ty liên kết,VLC
22252311,VINATEA,0.1623,Tổng Công ty Chè Việt Nam - Công ty Cổ phần,công ty liên kết,VLC
22252256,0109783334,1.0,CÔNG TY TNHH MTV PHỤC VỤ MẶT ĐẤT VIETJET,công ty con,VJC
22252257,0315524536,0.67021,CÔNG TY CỔ PHẦN SWIFT 247,công ty con,VJC
22252258,0316368255,1.0,CÔNG TY TNHH GALAXY PAY,công ty con,VJC
22252259,F030009733,1.0,VIETJET AIR IVB NO. I LIMITED,công ty con,VJC
22252260,F030009734,1.0,Vietjet Air Ivb No. II Limited,công ty con,VJC
22252261,F030009735,1.0,VIETJET AIR SINGAPORE PTE. LTD,công ty con,VJC
22252262,F030009736,1.0,Vietjet Air Ireland No. 1 Limited,công ty con,VJC
22252263,VJCARGO,0.637,CÔNG TY CỔ PHẦN VIETJETAIR CARGO,công ty con,VJC
22252264,CRTC,0.1,CÔNG TY CỔ PHẦN NHÀ GA QUỐC TẾ CAM RANH,công ty liên kết,VJC
22252265,F000027152,0.09,Thai Vietjet Air Joint Stock Company Limited,công ty liên kết,VJC
22252511,0102342605,0.5547,"Công ty CP Phát Triển Nhân Lực, Thương Mại Và Du Lịch Viwaseen",công ty con,VIW
22252512,0304459758,0.531,Công ty Cổ Phần Khoan Và Xây Lắp Cấp Thoát Nước,công ty con,VIW
22252513,0800447284,0.6057,Công Ty Cổ Phần Viwaseen6,công ty con,VIW
22252514,1800627874,0.58,Công ty Cổ Phần Xây Dựng Cấp Thoát Nước Số 15,công ty con,VIW
22252515,3600717644,0.6276,Công ty CP Xây Lắp Và Sản Xuất Thiết Bị Ngành Nước,công ty con,VIW
22252516,4200619612,0.5591,Công ty Cổ Phần Xây Dựng Cấp Thoát Nước Số 12,công ty con,VIW
22252517,5900473230,0.51,Công ty Cổ Phần Đầu Tư Phát Triển Môi Trường Viwaseen - Phương Hướng,công ty con,VIW
22252518,VSI,0.6,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,công ty con,VIW
22252519,VWA1,0.5338,Công ty cổ phần Xây dựng Cấp thoát nước số 1 - Viwaseen.1,công ty con,VIW
22252520,VWA2,0.5513,Công ty Cổ phần Cơ khí xây dựng cấp thoát nước Viwaseen.2,công ty con,VIW
22252521,VWA4,0.5161,Công Ty Cổ Phần Điện Nước Lắp Máy Và Xây Dựng - Viwaseen.4,công ty con,VIW
22252522,VWS3,0.545,Công ty Cổ phần VIWASEEN3,công ty con,VIW
22252523,0100110528,0.3709,Công ty Cổ Phần Đầu Tư Và Xây Dựng Trường An- Viwaseen,công ty liên kết,VIW
22252524,0101397873,0.2,Công ty Cổ Phần Dịch Vụ Kỹ Thuật,công ty liên kết,VIW
22252525,0103931748,0.26,Công ty Cổ Phần Đầu Tư Xây Dựng Hạ Tầng Viwaseen,công ty liên kết,VIW
22252526,3600254629,0.3334,Công ty TNHH Ống Gang Cầu Đài Việt,công ty liên kết,VIW
22252527,4201574467,0.5,Công ty Cổ Phần Đầu Tư Xây Dựng Cấp Thoát Nước Suối Dầu,công ty liên kết,VIW
22252528,PVOILPT,0.15,Công ty Cổ Phần Xăng Dầu Dầu Khí Phú Thọ,công ty liên kết,VIW
22252529,PWACO,0.249,Công ty Cổ phần Bất động sản dầu khí,công ty liên kết,VIW
22252486,VCHL,1.0,Công ty TNHH 1 Thành Viên Vipco Hạ Long,công ty con,VIP
22252487,VIPCOCREW,1.0,Công Ty TNHH Một Thành Viên Thuyền Viên Vipco,công ty con,VIP
22252488,VPTJ,0.451,Công ty Cổ phần Vận tải Hóa dầu VP,công ty con,VIP
22252489,VPTJ,0.451,Công ty Cổ phần Vận tải Hóa dầu VP,công ty liên kết,VIP
22252320,VNTT,0.9251,Công ty TNHH Vận Tải Ô Tô Vina Vinatrans,công ty con,VIN
22252321,12552,0.217,Công ty TNHH Vận Tải Việt Nhật,công ty liên kết,VIN
22252322,12553,0.29,Công ty TNHH Nissin Logistics (vn),công ty liên kết,VIN
22252323,12554,0.49,Công ty TNHH Lotte Vinatrans Global Logistics,công ty liên kết,VIN
22252324,AGILITY,0.29,Công ty TNHH Agility,công ty liên kết,VIN
22252345,0109474872,1.0,Công ty TNHH MTV Hợp Tác Lao Động Và Dịch Vụ Vinafor,công ty con,VIF
22252346,0300635522,0.517,Công ty Cổ Phần Sản Xuất Và Xuất Nhập Khẩu Lâm Sản Sài Gòn,công ty con,VIF
22252347,0304977171,0.51,Công ty Cổ Phần Giống Lâm Nghiệp Vùng Nam Bộ,công ty con,VIF
22252348,2400643714,1.0,Công ty TNHH MTV Ván Dán Vinafor Bắc Giang,công ty con,VIF
22252349,2600381209,0.7986,Công ty Cổ Phần Giống Lâm Nghiệp Vùng Bắc Bộ,công ty con,VIF
22252350,3000171057,0.85,Công ty Cổ phần Lâm Đặc Sản Và Xuất Nhập Khẩu Hà Tĩnh,công ty con,VIF
22252351,3100381555,0.7304,Công ty Cổ Phần Giống Lâm Nghiệp Vùng Bắc Trung Bộ,công ty con,VIF
22252352,3600251748,0.6189,Công ty CP Long Bình,công ty con,VIF
22252353,4100649740,0.5184,Công Ty Cổ Phần Giống Lâm Nghiệp Vùng Nam Trung Bộ,công ty con,VIF
22252354,4300726262,1.0,Công Ty TNHH Một Thành Viên Chế Biến Gỗ Và Dăm Gỗ Dung Quất,công ty con,VIF
22252355,4900256386,0.6769,Công ty Cổ phần Giống Lâm Nghiệp Vùng Đông Bắc,công ty con,VIF
22252356,5800533831,0.51,Công ty Cổ Phần Giống Lâm Nghiệp Vùng Tây Nguyên,công ty con,VIF
22252357,6001327746,0.68585,Công ty Cổ Phần Vinafor Tây Nguyên,công ty con,VIF
22252358,BATOF,1.0,Công Ty TNHH Một Thành Viên Lâm Nghiệp Ba Tơ,công ty con,VIF
22252359,CHFC,0.51,Công ty Cổ phần Cẩm Hà,công ty con,VIF
22252360,DBFORES,1.0,Công ty TNHH MTV Lâm Nghiệp Đông Bắc,công ty con,VIF
22252361,DLFORES,1.0,Công ty TNHH MTV Lâm Nghiệp Đình Lập,công ty con,VIF
22252362,LBFORES,1.0,Công ty TNHH MTV Lâm Nghiệp Lộc Bình,công ty con,VIF
22252363,LNDNF,1.0,Công ty TNHH MTV Lâm Nghiệp La Ngà - Đồng Nai,công ty con,VIF
22252364,VNFDN,0.5101,Công ty Cổ phần Vinafor Đà Nẵng,công ty con,VIF
22252365,0100101883,0.35,Công ty Cổ Phần Lâm Đặc Sản- Mây Tre Xuất Khẩu,công ty liên kết,VIF
22252366,0100102566,0.481,Công ty Cổ Phần Giống Lâm Nghiệp Trung Ương,công ty liên kết,VIF
22252367,0100103094,0.2969,Công Ty Cổ Phần Thương Mại Công Nghiệp Và Chế Biến Gỗ,công ty liên kết,VIF
22252368,0100103471,0.2,Công ty Cổ Phần Xây Lắp Đầu Tư Phát Triển Nông Lâm Nghiệp Việt Nam,công ty liên kết,VIF
22252369,0100774342,0.3,Công ty TNHH Yamaha Motor Việt Nam,công ty liên kết,VIF
22252370,0100853241,0.3,Công ty Cổ Phần Thương Mại Lâm Sản Hà Nội,công ty liên kết,VIF
22252371,0101328340,0.4578,Công Ty Cổ Phần Cờ Đỏ,công ty liên kết,VIF
22252372,0300634374,0.3107,Công ty Cổ phần Cơ Khí Lâm Nghiệp Sài Gòn,công ty liên kết,VIF
22252373,0300644245,0.3,Công Ty Cổ Phần Xuất Nhập Khẩu Lâm Nông Sản Sài Gòn,công ty liên kết,VIF
22252374,0307817031,0.35,Công ty TNHH Việt Thành Thái,công ty liên kết,VIF
22252375,0400100792,0.3997,Công ty TNHH Sản Xuất Nguyên Liệu Giấy Việt - Nhật,công ty liên kết,VIF
22252376,2600248623,0.4901,Công ty Cổ Phần 19/5 Đoan Hùng,công ty liên kết,VIF
22252377,3000267182,0.4,Công ty TNHH Sản Xuất Nguyên Liệu Giấy Việt Nhật Vũng Áng,công ty liên kết,VIF
22252378,3502475651,0.45,Công ty TNHH Năng lượng tái tạo UNI-VINAFOR Châu Đức,công ty liên kết,VIF
22252379,3600223684,0.4,Công ty Liên Doanh Nuôi Và Phát Triển Khỉ Việt Nam,công ty liên kết,VIF
22252380,4100258994,0.3,Công ty CP Lâm Nghiệp 19,công ty liên kết,VIF
22252381,5700481587,0.49,Công ty TNHH Sản Xuất Nguyên Liệu Giấy Việt Nhật Cái Lân,công ty liên kết,VIF
22252382,5900189269,0.3,Công ty Cổ Phần Kon Hà Nừng,công ty liên kết,VIF
22252383,6000449861,0.3,Công ty Cổ Phần Gỗ Lạng Buôn Ma Thuột,công ty liên kết,VIF
22252384,FORMA,0.0,Công ty Cổ Phần Formach,công ty liên kết,VIF
22252385,NAFORIMEX,0.3,Công ty Cổ Phần Sản Xuất Và Xuất Nhập Khẩu Lâm Sản Naforimex Hà Nội,công ty liên kết,VIF
22252386,QNWC,0.22,Công ty TNHH Nguyên Liệu Giấy Qui Nhơn,công ty liên kết,VIF
22252216,TLPAP,0.5103,Công ty CP Giấy Toàn Lực,công ty con,VID
22252217,0306213397,0.387,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN GIÁO DỤC HOÀNG VIỆT,công ty liên kết,VID
22252218,1800531192,0.4148,CÔNG TY CP  SÁCH VÀ DỊCH VỤ VĂN HOÁ TÂY ĐÔ,công ty liên kết,VID
22252219,3602215897,0.45,CÔNG TY CỔ PHẦN ẤN TƯỢNG VIỆT,công ty liên kết,VID
22252220,5800468371,0.2704,CÔNG TY CỔ PHẦN CHÈ MINH RỒNG,công ty liên kết,VID
22252221,SVT,0.3327,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,công ty liên kết,VID
22249169,0110537975,0.005,Công ty Cổ Phần Bất Động Sản Sv Tây Hà Nội 2,công ty con,VHM
22249170,0110873550,0.51,Công ty Cổ Phần Đầu Tư Khu Công Nghiệp Vinhomes Hà Tĩnh,công ty con,VHM
22249171,0110873568,0.51,Công ty Cổ Phần Đầu Tư Khu Công Nghiệp Vinhomes Hải Phòng,công ty con,VHM
22249172,0800743653,0.7782,Công ty Cổ Phần Sơn Thái,công ty con,VHM
22249173,0901165977,0.0,Công ty TNHH Đầu Tư Phát Triển Bất Động Sản Vịnh Xanh 2,công ty con,VHM
22249174,0901165984,0.0,Công ty TNHH Phát Triển Bất Động Sản Vịnh Xanh 1,công ty con,VHM
22249175,0901166000,1.0,Công ty TNHH Đầu Tư Phát Triển Bất Động Sản Lighthouse 2,công ty con,VHM
22249176,12568,0.9984,Công ty TNHH Vincom Retail Landmark 81,công ty con,VHM
22249177,12569,0.9943,Công ty Cổ Phần Đầu Tư Xây Dựng Đại An,công ty con,VHM
22249178,12570,0.4626,Công Ty Cổ Phần Đầu Tư Cam Ranh,công ty con,VHM
22249179,12594,0.7529,Công Ty Tnhh Một Thành Viên Khai Thác Khoáng Sản Bảo Lai Lục Yên,công ty con,VHM
22249180,12595,0.7529,Công ty TNHH Đá Cẩm Thạch An Phú,công ty con,VHM
22249181,12597,0.7529,Công ty TNHH MTV Đá Trắng Bảo Lai,công ty con,VHM
22249182,12600,0.79,Công ty Cổ Phần Giải Pháp Công Nghệ Thông Tin Và Hạ Tầng Truyền Dẫn Vinitis,công ty con,VHM
22249183,12611,0.49,Công ty CP Đầu Tư Hiệp Thành Công,công ty con,VHM
22249184,12612,0.4867,Công ty CP Du Lịch Cá Tầm,công ty con,VHM
22249185,BERJAYAVIUT,0.0025,Công ty Cổ phần Đô Thị Đại Học Quốc Tế Berjaya Việt Nam,công ty con,VHM
22249186,CPDLLC,0.0,Công ty TNHH Phát Triển Công Viên Trung Tâm,công ty con,VHM
22249187,CTCCORP,0.4369,Công ty Cổ phần Đô Thị Du Lịch Cần Giờ,công ty con,VHM
22249188,DELTACORP,0.01,Công Ty Cổ Phần Delta,công ty con,VHM
22249189,DIAOCTPHG,0.9685,Công ty CP Đầu Tư Và Phát Triển Địa Ốc Thành Phố Hoàng Gia,công ty con,VHM
22249190,DTPTSINHTHAI,0.9818,Công ty Cổ phần Đầu Tư Và Phát Triển Sinh Thái,công ty con,VHM
22249191,GLURBAN,0.0,Công ty TNHH Đầu Tư Và Phát Triển Đô Thị Gia Lâm,công ty con,VHM
22249192,GSCD,0.98,Công ty Cổ Phần Phát Triển Gs Củ Chi,công ty con,VHM
22249193,HMT,0.0,Công ty Cổ phần Du lịch Hòn Một,công ty con,VHM
22249194,LANGVAN,0.9984,Công ty CP Đầu Tư Và Phát Triển Làng Vân,công ty con,VHM
22249195,MTRA,1.0,Công ty TNHH Thương Mại Đầu Tư Và Phát Triển Thiên Niên Kỷ,công ty con,VHM
22249196,PTTPXANH,0.045,Công ty Cổ phần Phát triển Thành Phố Xanh,công ty con,VHM
22249197,VINVENTURES,0.51,Công ty Cổ Phần Đầu Tư Khu Công Nghiệp Vinhomes,công ty con,VHM
22249198,12570,0.4626,Công Ty Cổ Phần Đầu Tư Cam Ranh,công ty liên kết,VHM
22249199,12611,0.49,Công ty CP Đầu Tư Hiệp Thành Công,công ty liên kết,VHM
22249200,12612,0.4867,Công ty CP Du Lịch Cá Tầm,công ty liên kết,VHM
22252080,CVB,0.9992,Công ty Cổ Phần Gạch Clinker Viglacera,công ty con,VHL
22252081,VGCHL,1.0,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Thương Mại Viglacera Hạ Long,công ty con,VHL
22252082,DTC,0.4,Công ty Cổ phần Viglacera Đông Triều,công ty liên kết,VHL
22252083,VHL2,0.4,Công ty Cổ Phần Viglacera Hạ Long Ii,công ty liên kết,VHL
22252243,GSCO,0.6844,Công ty Cổ phần Rượu Quốc Tế,công ty con,VHI
22252244,HNBACO,0.51,Công ty Cổ phần Bánh mứt kẹo Hà Nội,công ty con,VHI
22252245,TRAAN,0.5176,Công ty Cổ phần Tràng An,công ty con,VHI
22252246,VIETHABUILDING,0.8859,Công ty Cổ phần Đầu tư và xây dựng Việt Hà,công ty con,VHI
22252247,DOTHACO,0.2529,Công ty Cổ phần Đồng Tháp,công ty liên kết,VHI
22252248,HNPHARM,0.4,Công ty Cổ phần Dược phẩm Hà Nội,công ty liên kết,VHI
22252249,SHOEHAMEX,0.2933,CÔNG TY CỔ PHẦN GIẦY NGỌC HÀ ,công ty liên kết,VHI
22252250,VIETHABEER,0.3723,CÔNG TY CỔ PHẦN  BIA VÀ NƯỚC GIẢI KHÁT VIỆT HÀ.,công ty liên kết,VHI
22252073,QNRUBBERIND,0.4,Công ty Cổ phần Tây Bà Nà,công ty con,VHG
22252074,12550,0.0,Công ty Cổ Phần Sản Xuất Ứng Dụng Công Nghệ Cao Thái Sơn,công ty liên kết,VHG
22252075,QNRUBBERIND,0.4,Công ty Cổ phần Tây Bà Nà,công ty liên kết,VHG
22252063,10770,1.0,Công ty TNHH MTV Vĩnh Hoàn Collagen,công ty con,VHC
22252064,10771,1.0,Công Ty Tnhh Một Thành Viên Thanh Bình Đồng Tháp,công ty con,VHC
22252065,10772,0.9933,Công Ty TNHH Sản Xuất Giống Cá Tra Vĩnh Hoàn,công ty con,VHC
22252066,10773,0.75,Công ty TNHH Thức Ăn Thủy Sản Feed One,công ty con,VHC
22252067,1402157958,0.816,Công ty Cổ Phần Nông Sản Thực Phẩm Thành Ngọc,công ty con,VHC
22252068,F030011177,1.0,Vinh Technology Pte Ltd,công ty con,VHC
22252069,SGC,0.7672,Công ty Cổ phần Xuất nhập khẩu Sa Giang,công ty con,VHC
22252070,10774,0.275,Công ty TNHH Mai Thiên Thanh,công ty liên kết,VHC
22252583,CCBM,0.51,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG CÔNG TRÌNH VẬT LIỆU XÂY DỰNG ,công ty con,VGV
22252584,CDV,0.51,Công ty Cổ phần Tư Vấn Đầu Tư Và Thiết Kế Xây Dựng Việt Nam,công ty con,VGV
22252585,USC,0.5776,Công ty Cổ phần Khảo sát và Xây dựng - USCO,công ty con,VGV
22252586,VCCEC,0.51,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,công ty con,VGV
22252587,CNX,0.49,Công ty Cổ Phần Công Nghệ Và Tư Vấn Cic,công ty liên kết,VGV
22252588,CONIN,0.197045,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",công ty liên kết,VGV
22252589,ICS,0.49,"Công ty CP Kiểm Định Kỹ Thuật, An Toàn Và Tư Vấn Xây Dựng - Incosaf",công ty liên kết,VGV
22252590,NAGECO,0.4857,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,công ty liên kết,VGV
22252591,VIWASE,0.3535,Công ty Cổ phần Nước và Môi trường Việt Nam,công ty liên kết,VGV
22252418,0100100583,1.0,Công Ty TNHH Một Thành Viên Dệt Kim Đông Xuân,công ty con,VGT
22252419,0301446158,1.0,Công Ty TNHH Một Thành Viên Dệt Kim Đông Phương,công ty con,VGT
22252420,0305478295,0.8074,Công ty TNHH Sản Xuất Kinh Doanh Nguyên Liệu Dệt May Việt Nam,công ty con,VGT
22252421,0313767685,1.0,Công ty TNHH Tổng Công ty Dệt May Miền Nam - Vinatex,công ty con,VGT
22252422,0900234755,0.51,Công ty Cổ Phần Phát Triển Hạ Tầng Dệt May Phố Nối,công ty con,VGT
22252423,3301622257,0.52,Công ty Cổ Phần Vinatex Phú Hưng,công ty con,VGT
22252424,HDM,0.6086,Công ty Cổ phần Dệt May Huế,công ty con,VGT
22252425,HTG,0.6187,Tổng Công ty Cổ phần Dệt may Hòa Thọ,công ty con,VGT
22252426,PPHC,0.501,Tổng Công ty Cổ phần Phong Phú,công ty con,VGT
22252427,SPB,0.60727,Công ty Cổ phần Sợi Phú Bài,công ty con,VGT
22252428,VGTND,0.5367,Tổng Công ty Cổ phần Dệt may Nam Định,công ty con,VGT
22252429,VNCCORP,1.0,Công Ty Tnhh Tổng Công Ty Dệt May Miền Bắc - Vinatex,công ty con,VGT
22252430,VTI,0.683449,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,công ty con,VGT
22252431,0100100008-009,0.2346,Công ty Cổ Phần Tư Vấn Xây Dựng Và Dịch Vụ Đầu Tư,công ty liên kết,VGT
22252432,0100101058,0.1744,Công Ty Cổ Phần May Chiến Thắng,công ty liên kết,VGT
22252433,0300650217,0.44,Công Ty Tnhh May Mặc Xuất Khẩu Tân Châu,công ty liên kết,VGT
22252434,0306192669,0.3,Công ty Cổ Phần Dệt May Viễn Thông Sài Gòn Vi Na,công ty liên kết,VGT
22252435,BMIG,0.25,Công ty Cổ phần May Bình Minh,công ty liên kết,VGT
22252436,DAGAR,0.2404,Công ty Cổ phần Tổng Công ty May Đáp Cầu,công ty liên kết,VGT
22252437,DGMC,0.257,Công ty Cổ phần Tổng Công ty May Đồng Nai,công ty liên kết,VGT
22252438,DUGRACO,0.3522,Tổng Công ty Đức Giang - Công ty Cổ phần,công ty liên kết,VGT
22252439,HUGA,0.2924,Công ty Cổ phần May Hữu Nghị,công ty liên kết,VGT
22252440,HUGACO,0.3501,Tổng công ty May Hưng Yên - Công ty Cổ phần,công ty liên kết,VGT
22252441,LPTEX,0.1911,Công ty Cổ Phần Dệt May Liên Phương,công ty liên kết,VGT
22252442,NAGA,0.2857,Công ty Cổ phần May Nam Định,công ty liên kết,VGT
22252443,NHABE,0.252,Tổng Công ty May Nhà Bè - Công ty Cổ phần,công ty liên kết,VGT
22252444,VDN,0.272817,Công ty Cổ phần Vinatex Đà Nẵng,công ty liên kết,VGT
22252445,VICOTEX,0.46928,Tổng Công ty Việt Thắng - CTCP,công ty liên kết,VGT
22252446,VINATEXIN,0.351,Công ty Cổ phần Đầu tư Phát triển Vinatex,công ty liên kết,VGT
22252447,VTEC,0.304,Tổng Công Ty Cổ phần May Việt Tiến,công ty liên kết,VGT
22252049,VDSJ,0.9994,Công ty CP Thép Việt Đức,công ty con,VGS
22252050,SVGC,0.286,Công ty Cổ phần Tập đoàn Sản xuất Thép Việt Đức,công ty liên kết,VGS
22253063,F201213561,0.0,National Telecom S.a.,công ty con,VGI
22253064,MOVITEL,0.7,Công ty TNHH Movitel,công ty con,VGI
22253065,VIETTELBUR,0.85,Công ty Viettel Burundi S.a,công ty con,VGI
22253066,VIETTELCAM,0.9,Công ty TNHH Viettel Cambodia,công ty con,VGI
22253067,VIETTELTAN,0.9999,Công ty Viettel Tanzania,công ty con,VGI
22253068,VIETTELTIMOR,1.0,"Công ty Viettel Timor Leste, Unip, Lda",công ty con,VGI
22253069,STARTELE,0.49,Công ty TNHH Viễn Thông Star Telecom,công ty liên kết,VGI
22253070,TELEMY,0.49,Công ty TNHH Telecom International Myanmar,công ty liên kết,VGI
22253035,4500229892,0.825,Công Ty Trách Nhiệm Hữu Hạn May Tiến Thuận,công ty con,VGG
22253036,NTLTD,0.8355,Công ty TNHH Nam Thiên,công ty con,VGG
22253037,TTGC,0.825,Công ty TNHH May Thuận Tiến,công ty con,VGG
22253038,VHEG,0.6678,Công ty TNHH May Xuất Khẩu Việt Hồng,công ty con,VGG
22253039,0300401524-009,0.25,Viet Tien Tung Shing Corporation T-as Vts Corporation,công ty liên kết,VGG
22253040,0303338694,0.3153,Công ty Cổ phần Đầu Tư Và Phát Triển Bình Thắng,công ty liên kết,VGG
22253041,0304059245,0.258,Công Ty Cổ Phần Cơ Khí Thủ Đức,công ty liên kết,VGG
22253042,1200353036,0.3498,Công ty Cổ Phần May Việt Tân,công ty liên kết,VGG
22253043,1201077124,0.4,Công ty TNHH Việt Khánh,công ty liên kết,VGG
22253044,1201538537,0.4,Công ty TNHH May Việt Long Hưng,công ty liên kết,VGG
22253045,1500476705,0.26,Công Ty Cổ Phần May Vĩnh Tiến,công ty liên kết,VGG
22253046,1801707025,0.25,Công Ty Cổ Phần May Việt Long Giang,công ty liên kết,VGG
22253047,3702951770,0.25,Công ty TNHH Việt Thái Tech,công ty liên kết,VGG
22253048,4500137440,0.3498,Công ty Cổ Phần Kinh Doanh Tổng Hợp Ninh Thuận,công ty liên kết,VGG
22253049,BATEX,0.2085,Công Ty Cổ Phần Nguyên Phụ Liệu Dệt May Bình An ( Tên Cũ: Công Ty Cổ Phần Phụ Liệu Dệt May Bình An ),công ty liên kết,VGG
22253050,CTGC,0.2838,Công ty Cổ Phần May Công Tiến,công ty liên kết,VGG
22253051,DOVIT,0.2606,CÔNG TY CỔ PHẦN ĐỒNG TIẾN,công ty liên kết,VGG
22253052,TDGC,0.4583,Công Ty CP May Tây Đô,công ty liên kết,VGG
22253053,TTJSC,0.333,Công ty Cổ Phần May Tiền Tiến,công ty liên kết,VGG
22253054,VHJSC,0.35,Công ty CP Việt Hưng.,công ty liên kết,VGG
22253055,VINATEX,0.0,Tập đoàn Dệt May Việt Nam,công ty liên kết,VGG
22253056,VTDAJ,0.25,Công ty Cổ Phần Việt Tiến Đông Á,công ty liên kết,VGG
22253057,VTGC,0.2524,Công ty Cp May Việt Thịnh,công ty liên kết,VGG
22253058,VTPB,0.4,Công ty Liên Doanh Sản Xuất Nút Nhựa Việt Thuận,công ty liên kết,VGG
22253059,VTTT,0.49,Công Ty TNHH Nhãn Thời Gian Việt Tiến,công ty liên kết,VGG
22251998,VFHCMLOGIS,1.0,Công Ty TNHH Một Thành Viên Vietfracht Thành Phố Hồ Chí Minh,công ty con,VFR
